Superficie,Produccion,Riego,Autoconsumo,Venta,Semilla_criolla,Semilla_mejorada,Fertilizantes,Animales_tiro,Herbicidas,Insecticidas_fungicidas,Indigena,Tractor,Otra_maquinaria,Rendimiento,Indice
0.0628,0.05,0,1,0,0,0,0,0,0,0,1,0,0,0.796178344,0
0.03,0.05,0,1,0,0,0,0,0,0,0,1,0,0,1.666666667,0
0.7,0.5,0,1,0,1,1,1,0,0,0,0,0,0,0.714285714,0.166666667
1.27,1,0,1,0,1,1,1,0,0,1,0,0,0,0.787401575,0.333333333
0.1256,0.0939,0,1,0,1,1,0,1,0,1,0,0,0,0.747611465,0.333333333
0.1884,0.05,0,1,0,0,0,0,0,0,0,1,0,0,0.265392781,0
0.0628,0.08,0,1,0,0,0,0,0,0,0,1,0,0,1.27388535,0
1.3816,3,0,1,0,1,0,1,0,0,0,0,0,0,2.171395483,0.083333333
1,1.5,0,0,0,1,0,1,0,0,0,0,0,0,1.5,0.083333333
0.1256,0.25,0,0,0,0,0,0,0,0,0,1,0,0,1.99044586,0
0.5024,0.4,0,0,0,1,0,0,0,0,0,1,0,0,0.796178344,0
0.314,0.2,0,1,0,1,1,1,0,0,0,1,0,0,0.636942675,0.166666667
0.0628,0.08,0,1,0,0,0,0,0,0,0,1,0,0,1.27388535,0
0.1884,0.5,0,1,0,0,0,0,0,0,0,0,0,0,2.653927813,0
0.07,0.4,0,1,0,0,0,0,0,0,0,1,0,0,5.714285714,0
1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0.083333333
1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0.083333333
0.1256,0.2,0,1,0,0,0,0,0,0,0,0,0,0,1.592356688,0
0.1256,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0.796178344,0
0.2512,0.3,0,1,0,0,0,0,0,0,0,0,0,0,1.194267516,0
0.1256,0.09,0,1,0,0,0,0,0,0,0,1,0,0,0.71656051,0
0.314,0.4,0,1,0,0,0,0,0,0,0,0,0,0,1.27388535,0
0.1884,0.25,0,1,0,0,0,0,0,0,0,0,0,0,1.326963907,0
0.5024,0.4,0,1,0,1,0,1,0,0,1,0,0,0,0.796178344,0.25
0.1884,0.25,0,1,0,0,0,0,0,0,0,1,0,0,1.326963907,0
0.1256,0.05,0,1,0,0,0,0,0,0,0,0,0,0,0.398089172,0
0.1256,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0.796178344,0
0.1884,0.3,0,1,0,0,0,0,0,0,0,0,0,0,1.592356688,0
0.16,0.1,0,1,0,1,0,0,0,0,0,0,0,0,0.625,0
0.1884,0.25,0,1,0,0,0,0,0,0,0,0,0,0,1.326963907,0
0.0628,0.06,0,1,0,0,0,0,0,0,0,0,0,0,0.955414013,0
0.1884,0.3,0,1,0,0,0,0,0,0,0,0,0,0,1.592356688,0
0.0628,0.15,0,1,0,0,0,0,0,0,0,1,0,0,2.388535032,0
0.1256,0.3,0,1,0,1,0,0,0,1,1,1,0,0,2.388535032,0.333333333
1,0.2,0,1,0,1,0,1,0,0,0,1,0,0,0.2,0.083333333
1,0.3,0,1,0,1,0,0,0,0,0,1,0,0,0.3,0
2,0.2,0,1,0,1,1,0,0,1,1,1,0,0,0.1,0.416666667
2,0.2,0,1,0,1,0,0,0,0,0,1,0,0,0.1,0
1.5,0.8,0,1,0,1,0,0,0,1,1,1,0,0,0.533333333,0.333333333
1,0.6,0,1,0,1,0,1,0,1,1,1,0,0,0.6,0.416666667
2,0.7,0,1,0,1,0,1,0,1,1,1,0,0,0.35,0.416666667
0.5,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0.4,0
1,0.25,0,1,0,1,0,1,0,1,1,1,0,0,0.25,0.416666667
2,0.3,0,1,0,1,0,1,0,1,1,1,0,0,0.15,0.416666667
1,0.4,0,1,0,1,0,1,0,1,1,1,0,0,0.4,0.416666667
1,0.9,0,1,0,1,0,1,0,0,0,1,0,0,0.9,0.083333333
2,1,0,1,0,1,0,1,0,1,1,1,0,0,0.5,0.416666667
1.5,0.7,0,1,0,1,0,1,0,1,1,1,0,0,0.466666667,0.416666667
1,0.8,0,1,0,1,0,1,0,0,0,1,0,0,0.8,0.083333333
1,0.55,0,1,0,1,0,1,0,0,0,1,0,0,0.55,0.083333333
1.5,0.9,0,1,0,1,0,1,0,1,1,1,0,0,0.6,0.416666667
1.3816,0.8,0,1,0,1,0,0,0,0,0,1,0,0,0.579038796,0
1.1304,1,0,1,0,1,0,0,0,0,0,1,0,0,0.884642604,0
1,0.8,0,1,0,1,0,0,0,0,0,1,0,0,0.8,0
2,1,0,1,0,1,0,1,0,0,0,1,0,0,0.5,0.083333333
1,0.8,0,1,0,1,0,1,0,0,0,1,0,0,0.8,0.083333333
0.7536,1.5,0,1,0,1,0,1,0,1,1,1,0,0,1.99044586,0.416666667
0.2512,0.2,0,1,0,1,0,1,0,0,0,1,0,0,0.796178344,0.083333333
1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0.083333333
2,1,0,1,0,1,0,1,0,0,0,1,0,0,0.5,0.083333333
0.0314,0.1,0,1,0,0,0,0,0,0,0,1,0,0,3.184713376,0
1.5,0.9,0,1,0,1,0,1,0,0,0,1,0,0,0.6,0.083333333
0.314,0.4,0,1,0,0,0,0,0,0,0,1,0,0,1.27388535,0
0.2826,0.6,0,1,0,0,0,0,0,0,0,1,0,0,2.123142251,0
0.2512,0.4,0,1,0,0,0,0,0,0,0,1,0,0,1.592356688,0
0.4396,0.4,0,1,0,1,0,1,0,1,1,1,0,0,0.909918107,0.416666667
0.5,0.6,0,1,0,0,0,0,0,0,0,1,0,0,1.2,0
0.1884,0.3,0,1,0,0,0,0,0,0,0,1,0,0,1.592356688,0
0.2512,0.85,0,1,0,0,0,0,0,0,0,1,0,0,3.383757962,0
1,0.85,0,1,0,1,0,1,0,0,0,1,0,0,0.85,0.083333333
1,0.5,0,1,0,1,0,1,0,0,0,1,0,0,0.5,0.083333333
0.157,0.15,0,1,0,0,0,0,0,0,0,1,0,0,0.955414013,0
1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0.416666667
0.942,0.08,0,1,0,1,0,1,0,0,0,1,0,0,0.08492569,0.083333333
0.5,0.6,0,1,0,1,0,1,0,0,0,1,0,0,1.2,0.083333333
1,0.8,0,1,0,1,0,1,0,0,0,1,0,0,0.8,0.083333333
0.3768,0.5,0,1,0,0,0,0,0,0,0,1,0,0,1.326963907,0
0.314,0.5,0,1,0,1,0,1,0,0,0,1,0,0,1.592356688,0.083333333
0.2512,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0.796178344,0
1.5,3,0,0,1,1,0,1,0,0,0,1,0,0,2,0.083333333
1.5,1,0,1,0,1,0,0,0,0,0,1,0,0,0.666666667,0
1,0.4,0,1,0,1,0,1,0,0,0,1,0,0,0.4,0.083333333
1,0.4,0,1,0,1,0,1,0,1,1,1,0,0,0.4,0.416666667
0.5,0.2,0,1,0,1,0,1,0,0,0,1,0,0,0.4,0.083333333
1,0.6,0,1,0,1,0,0,0,0,0,1,0,0,0.6,0
2,2,0,1,0,1,0,1,0,0,0,1,0,0,1,0.083333333
0.2512,0.4,0,1,0,0,0,0,0,0,0,1,0,0,1.592356688,0
0.5,0.2,0,1,0,1,0,1,0,1,1,1,0,0,0.4,0.416666667
0.5,0.2,0,1,0,1,0,1,0,0,0,1,0,0,0.4,0.083333333
1,0.4,0,1,0,1,0,1,0,0,0,1,0,0,0.4,0.083333333
1.5,0.8,0,1,0,1,0,1,0,0,0,1,0,0,0.533333333,0.083333333
1,0.3,0,1,0,1,0,1,0,0,0,1,0,0,0.3,0.083333333
1.5,0.8,0,1,0,1,0,1,0,0,0,1,0,0,0.533333333,0.083333333
0.628,0.6,0,1,0,1,0,1,0,1,1,1,0,0,0.955414013,0.416666667
1,0.6,0,1,0,1,0,1,0,0,0,1,0,0,0.6,0.083333333
0.314,0.3,0,1,0,0,0,0,0,0,0,1,0,0,0.955414013,0
0.5024,0.28,0,1,0,1,0,1,0,1,1,1,0,0,0.557324841,0.416666667
0.314,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0.636942675,0
0.8164,0.5,0,1,0,1,0,1,0,0,0,1,0,0,0.61244488,0.083333333
0.3768,0.4,0,1,0,0,0,0,0,0,0,1,0,0,1.061571125,0
0.2512,0.2,0,1,0,1,0,1,0,0,0,1,0,0,0.796178344,0.083333333
1,0.5,0,1,0,1,0,1,0,0,0,1,0,0,0.5,0.083333333
1,1.5,0,1,0,1,0,1,0,0,0,1,0,0,1.5,0.083333333
1.5,1,0,1,0,1,0,1,0,0,0,1,0,0,0.666666667,0.083333333
1.3816,1,0,1,0,1,0,0,0,0,0,1,0,0,0.723798494,0
1.256,1,0,1,0,1,0,1,0,0,0,1,0,0,0.796178344,0.083333333
0.7536,0.3,0,1,0,1,0,1,0,0,0,1,0,0,0.398089172,0.083333333
0.5,0.15,0,1,0,1,0,1,0,0,0,1,0,0,0.3,0.083333333
0.5,0.6,0,1,0,1,0,1,0,1,1,1,0,0,1.2,0.416666667
0.4396,0.5,0,1,0,1,0,1,0,0,0,1,0,0,1.137397634,0.083333333
0.72,1,0,1,0,1,0,1,0,0,0,1,0,0,1.388888889,0.083333333
0.5,0.6,0,1,0,0,0,0,0,0,0,1,0,0,1.2,0
0.5,0.3,0,1,0,0,0,0,0,0,0,1,0,0,0.6,0
0.5,0.35,0,1,0,0,0,0,0,0,0,1,0,0,0.7,0
0.5,0.25,0,1,0,0,0,0,0,0,0,1,0,0,0.5,0
0.5,1,0,1,0,1,0,0,0,0,0,1,0,0,2,0
0.5652,1.2,0,1,0,1,0,0,0,0,0,1,0,0,2.123142251,0
2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1.5,0,1,0,1,0,0,0,0,0,0,0,0,1.5,0
1.5,1,0,1,0,1,0,0,0,0,0,0,0,0,0.666666667,0
0.628,0.7,0,1,0,1,0,1,0,0,1,1,0,0,1.114649682,0.25
0.314,0.4,0,1,0,1,0,1,0,0,0,1,0,0,1.27388535,0.083333333
1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0.416666667
1,0.5,0,1,0,1,0,1,0,1,1,0,0,1,0.5,0.5
0.5024,1.1153,0,1,0,1,0,1,0,1,1,0,0,1,2.219944268,0.5
0.2512,1,0,0,1,0,0,0,0,0,0,0,0,0,3.98089172,0
1,0.3,0,1,0,1,0,0,0,1,1,0,0,1,0.3,0.416666667
1.884,1,0,1,0,1,0,0,0,1,1,0,0,1,0.530785563,0.416666667
0.3768,1,0,1,0,0,0,0,0,0,0,0,0,0,2.653927813,0
1,0.8,0,1,0,1,0,0,0,1,1,0,0,1,0.8,0.416666667
1.3236,1,0,1,0,1,0,0,0,1,1,1,0,1,0.755515261,0.416666667
0.4396,1,0,1,0,0,0,0,0,0,0,0,0,0,2.274795268,0
1,0.7,0,1,0,1,0,0,0,1,1,0,0,0,0.7,0.333333333
0.314,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1.592356688,0
1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0.333333333
1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0.5
0.5,0.8,0,1,0,1,0,0,0,1,1,0,0,1,1.6,0.416666667
1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0.416666667
1.5,1,0,0,1,1,0,1,0,1,1,0,0,1,0.666666667,0.5
0.628,0.8,0,1,0,1,0,0,0,1,1,0,0,1,1.27388535,0.416666667
1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0.416666667
1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0.416666667
1,2,0,0,0,1,0,0,0,1,1,0,0,1,2,0.416666667
1,0.8,0,1,0,1,0,0,0,1,1,0,0,1,0.8,0.416666667
1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0.416666667
0.5,1,0,1,0,1,0,1,0,1,1,0,0,1,2,0.5
0.628,1,0,1,0,1,0,1,0,1,1,0,0,1,1.592356688,0.5
0.3768,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1.326963907,0
0.2512,0.8,0,1,0,1,0,1,0,1,1,0,0,1,3.184713376,0.5
2,2,0,1,0,1,0,1,0,1,1,0,0,1,1,0.5
1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0.5
0.5652,1,0,0,0,1,0,1,0,1,1,0,0,1,1.769285209,0.5
1.6956,6,1,0,1,1,1,1,0,1,1,0,0,1,3.538570418,0.75
1,5,0,0,1,0,1,1,0,1,1,0,0,0,5,0.5
1.256,3,0,0,1,1,0,1,0,1,1,0,0,1,2.388535032,0.5
2,6,0,0,1,1,0,1,0,1,1,0,0,0,3,0.416666667
1.5,0.2,0,1,0,0,1,1,0,0,0,0,0,0,0.133333333,0.166666667
0.0628,0.2,0,1,0,0,1,1,0,0,0,0,0,0,3.184713376,0.166666667
0.2,0.4,0,0,0,0,1,1,0,1,1,0,0,0,2,0.5
0.1256,0.5,0,1,0,1,1,1,0,1,0,0,0,0,3.98089172,0.333333333
1,0.8,0,0,0,0,1,0,0,0,0,0,0,0,0.8,0.083333333
0.2512,0.15,0,1,0,0,1,1,0,0,1,0,0,0,0.597133758,0.333333333
0.5024,0.35,0,0,1,1,0,0,0,0,0,0,0,1,0.696656051,0.083333333
0.0628,0.2,0,0,0,1,1,1,0,0,1,0,0,0,3.184713376,0.333333333
0.314,0.2866,0,1,0,0,0,1,0,0,0,0,0,0,0.912738854,0.083333333
0.942,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0.8492569,0.083333333
0.942,1,0,0,0,0,0,1,0,0,0,0,0,0,1.061571125,0.083333333
0.628,1,0,1,0,1,0,1,0,0,1,0,0,1,1.592356688,0.333333333
0.1884,0.5,0,0,0,1,0,1,0,0,0,0,0,0,2.653927813,0.083333333
1,0.7826,0,0,0,1,0,0,0,0,0,0,0,0,0.7826,0
1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0.083333333
1,0.6,0,1,0,1,0,1,0,0,0,0,0,0,0.6,0.083333333
0.3768,0.5,0,1,0,0,0,1,0,1,0,0,0,0,1.326963907,0.25
1.0048,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0.796178344,0.083333333
1,0.8,0,1,0,1,0,1,0,0,0,0,0,0,0.8,0.083333333
0.7536,3,0,1,0,0,0,0,0,0,0,0,0,0,3.98089172,0
1,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.083333333
0.19,0.2,0,1,0,1,0,1,0,0,0,0,0,0,1.052631579,0.083333333
0.25,0.2,0,1,0,1,0,1,0,0,0,0,0,0,0.8,0.083333333
0.34,1.5,0,1,0,0,0,1,0,0,0,0,0,0,4.411764706,0.083333333
0.0314,0.02,0,1,0,1,0,0,0,0,0,0,0,0,0.636942675,0
0.3,0.6,0,0,0,1,1,0,0,0,0,0,0,0,2,0.083333333
0.5,0.5706,0,0,0,1,0,1,0,0,0,0,0,0,1.1412,0.083333333
1,0.7,0,0,0,0,1,1,0,0,0,0,0,0,0.7,0.166666667
0.6,0.312,0,1,0,1,1,1,0,0,0,0,0,0,0.52,0.166666667
0.5,0.7,0,1,0,1,1,1,0,0,1,0,0,0,1.4,0.333333333
0.628,0.5,0,1,0,0,1,1,0,0,0,1,0,0,0.796178344,0.166666667
0.1256,0.3,0,1,0,1,1,1,0,0,0,0,0,0,2.388535032,0.166666667
0.6,0.6,0,1,0,1,0,1,0,0,1,0,0,0,1,0.25
1,3,0,0,0,1,0,1,0,1,1,0,0,0,3,0.416666667
1,1.8,0,1,0,1,0,1,0,0,0,1,0,0,1.8,0.083333333
0.8164,0.8,0,1,0,1,0,1,0,0,0,1,0,0,0.979911808,0.083333333
0.157,0.2,0,1,0,0,0,0,0,0,0,0,0,0,1.27388535,0
0.2198,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0.909918107,0
0.942,4,0,0,0,1,0,1,1,0,1,0,0,0,4.246284501,0.333333333
1,2.5,0,0,0,0,1,1,1,0,0,0,0,0,2.5,0.25
1.5,0.4,0,1,0,1,0,1,0,0,0,1,0,0,0.266666667,0.083333333
2,2.5,0,1,0,1,0,1,0,0,0,0,0,0,1.25,0.083333333
1,2.5,0,0,0,1,0,1,1,1,1,0,0,0,2.5,0.5
0.5,0.6,0,1,0,1,0,1,0,0,0,0,0,0,1.2,0.083333333
1,3,0,0,0,1,0,1,0,1,0,0,0,0,3,0.25
0.7536,1,0,0,0,1,0,1,1,0,0,0,0,0,1.326963907,0.166666667
1.1,0.2,0,0,0,1,0,1,0,0,0,1,0,0,0.181818182,0.083333333
1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0.083333333
0.1884,0.3,0,0,0,0,0,0,0,0,0,1,0,0,1.592356688,0
1,8,0,0,0,1,0,1,1,1,1,1,0,0,8,0.5
0.1256,0.4,0,1,0,0,0,0,0,0,0,1,0,0,3.184713376,0
1.1884,1,0,0,0,1,0,1,0,0,0,0,0,0,0.841467519,0.083333333
0.2512,0.3,0,1,0,1,0,1,0,0,0,0,0,0,1.194267516,0.083333333
0.1256,0.1,0,1,0,1,0,1,0,0,0,0,0,0,0.796178344,0.083333333
0.4773,1.2,0,1,0,0,0,0,0,0,0,0,0,0,2.514142049,0
2,3,0,0,1,1,0,1,1,0,1,0,0,0,1.5,0.333333333
0.942,1,0,1,0,1,0,1,0,0,1,0,0,0,1.061571125,0.25
1.5652,1.5,0,0,0,1,0,1,0,0,1,0,0,0,0.958343982,0.25
2,1,0,1,0,1,0,1,1,0,0,0,0,0,0.5,0.166666667
1,1.1411,0,0,0,1,0,1,0,0,0,1,0,0,1.1411,0.083333333
1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0.083333333
1,3,0,0,0,1,0,1,1,0,0,0,0,0,3,0.166666667
0.18,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2.777777778,0
1,1.1411,0,1,0,1,0,1,0,0,0,0,0,0,1.1411,0.083333333
1,1.5,0,0,0,1,0,1,1,0,0,0,0,0,1.5,0.166666667
0.5,0.3,0,1,0,0,0,0,0,0,0,0,0,0,0.6,0
1,0.9,0,1,0,1,0,1,0,0,0,0,0,0,0.9,0.083333333
1,0.7,0,0,0,1,0,1,0,0,0,0,0,0,0.7,0.083333333
0.314,1,0,0,0,1,0,1,0,0,0,1,0,0,3.184713376,0.083333333
2,2,0,0,0,1,0,1,1,0,0,0,0,0,1,0.166666667
0.5,0.5706,0,0,0,0,0,0,0,0,0,0,0,0,1.1412,0
2,2,0,0,0,1,0,1,1,0,0,0,0,0,1,0.166666667
0.314,1,0,0,0,0,0,0,0,0,0,0,0,0,3.184713376,0
1,0.6,0,1,0,1,0,1,1,0,0,0,0,0,0.6,0.166666667
1,0.8,0,1,0,1,0,1,0,0,0,0,0,0,0.8,0.083333333
0.5,0.6,0,0,0,1,0,1,0,0,0,0,0,0,1.2,0.083333333
1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0.166666667
0.25,0.3,0,1,0,0,0,0,0,0,0,0,0,0,1.2,0
0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0.083333333
1,0.5,0,1,0,1,0,1,0,0,0,0,0,0,0.5,0.083333333
1.5,2.5,0,0,0,1,0,1,1,0,0,0,0,0,1.666666667,0.166666667
1.5,1.2,0,1,0,1,0,1,0,0,0,0,0,0,0.8,0.083333333
1,0.6,0,0,0,1,0,1,0,0,0,0,0,0,0.6,0.083333333
2,2,0,1,0,1,0,1,0,0,0,0,0,0,1,0.083333333
1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0.083333333
0.25,0.1,0,1,0,1,0,0,0,0,0,0,0,0,0.4,0
1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0.166666667
0.2,0.4,0,1,0,1,0,1,0,0,0,0,0,0,2,0.083333333
0.5,0.2,0,1,0,1,0,1,0,0,0,0,0,0,0.4,0.083333333
0.5,0.3,0,1,0,1,0,0,0,0,0,0,0,0,0.6,0
0.5,0.2,0,1,0,1,0,1,0,0,0,0,0,0,0.4,0.083333333
0.2826,0.7,0,1,0,0,0,0,0,0,0,0,0,0,2.476999292,0
0.3768,0.43,0,0,0,1,0,1,1,0,0,1,0,0,1.14118896,0.166666667
1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0.083333333
0.5,0.5,0,1,0,1,0,1,0,0,0,0,0,0,1,0.083333333
0.1603,0.1829,0,0,0,0,0,0,0,0,0,0,0,0,1.140985652,0
1.9,4,0,0,0,1,0,1,1,0,0,0,0,0,2.105263158,0.166666667
0.75,1.2,0,1,0,1,0,1,0,0,0,0,0,0,1.6,0.083333333
1.5,1,0,1,0,1,0,0,1,0,0,0,0,0,0.666666667,0.083333333
0.25,0.15,0,1,0,1,0,1,0,0,0,0,0,0,0.6,0.083333333
0.2,0.2,0,0,0,1,0,1,0,0,0,0,0,0,1,0.083333333
1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0.166666667
1,0.8,0,0,0,1,0,1,1,0,1,0,0,0,0.8,0.333333333
1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0.166666667
2,5,0,0,0,1,0,1,1,0,0,0,0,0,2.5,0.166666667
0.75,0.8,0,0,0,1,0,1,1,0,0,0,0,0,1.066666667,0.166666667
2,1.4,0,0,0,1,0,1,1,0,0,0,0,0,0.7,0.166666667
0.3768,1,0,1,0,0,0,0,0,0,0,0,0,0,2.653927813,0
0.5,0.3,0,1,0,1,0,1,1,0,0,0,0,0,0.6,0.166666667
0.3768,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0.928874735,0
0.25,0.4,0,1,0,1,0,1,0,0,0,0,0,0,1.6,0.083333333
0.5,0.4,0,0,0,1,0,1,0,0,0,0,0,0,0.8,0.083333333
0.5,0.5,0,0,0,1,0,1,1,0,1,0,0,0,1,0.333333333
0.5,1,0,0,0,1,0,1,1,0,0,0,0,0,2,0.166666667
1,0.8,0,1,0,1,0,1,0,0,0,0,0,0,0.8,0.083333333
1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0.166666667
1.1884,3,0,0,0,1,0,1,1,0,0,0,0,0,2.524402558,0.166666667
0.5,0.4,0,1,0,1,0,1,0,0,0,0,0,0,0.8,0.083333333
0.5,0.45,0,1,0,1,0,1,0,0,0,0,0,0,0.9,0.083333333
1.5,0.7,0,0,0,1,0,1,1,0,0,0,0,0,0.466666667,0.166666667
0.5,0.6,0,0,0,1,0,1,1,0,0,1,0,0,1.2,0.166666667
0.5,0.5,0,1,0,1,0,1,1,0,0,0,0,0,1,0.166666667
0.75,0.5,0,0,0,1,0,1,1,0,0,0,0,0,0.666666667,0.166666667
1,1.2,0,0,0,1,0,1,0,0,0,0,0,0,1.2,0.083333333
1,0.8,0,0,0,0,1,1,0,0,0,0,0,0,0.8,0.166666667
0.5,0.8,0,0,0,1,0,1,0,0,0,0,0,0,1.6,0.083333333
0.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0
0.628,0.4,0,0,0,1,0,1,0,0,0,0,0,0,0.636942675,0.083333333
0.5024,0.7,0,0,0,1,0,1,0,0,0,0,0,0,1.393312102,0.083333333
0.5,0.6,0,1,0,1,0,1,0,0,0,0,0,0,1.2,0.083333333
0.7,0.5,0,0,0,1,0,1,1,0,0,0,0,0,0.714285714,0.166666667
0.628,0.5,0,0,0,1,0,1,0,0,0,0,0,0,0.796178344,0.083333333
0.1,0.15,0,1,0,1,0,1,0,0,0,0,0,0,1.5,0.083333333
1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0.166666667
1.5,2.5,0,1,0,1,0,1,1,0,0,0,0,0,1.666666667,0.166666667
0.25,1,0,1,0,1,0,1,1,0,0,0,0,0,4,0.166666667
0.2512,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.99044586,0
0.75,2,0,1,0,1,0,1,1,0,0,0,0,0,2.666666667,0.166666667
0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1,0.8,0,0,0,1,0,1,0,0,0,0,0,0,0.8,0.083333333
1.5,0.6,0,0,0,1,0,1,0,0,0,0,0,0,0.4,0.083333333
0.5652,1,0,0,0,1,0,1,1,0,0,0,0,0,1.769285209,0.166666667
0.5,0.4,0,0,0,1,0,1,1,0,0,0,0,0,0.8,0.166666667
0.5,0.7,0,0,0,1,0,1,0,0,0,0,0,0,1.4,0.083333333
1,0.8,0,0,0,1,0,0,0,0,0,0,0,0,0.8,0
0.2,0.2,0,1,0,1,0,1,0,0,0,0,0,0,1,0.083333333
1,1.5,0,1,0,1,0,1,1,0,0,0,0,0,1.5,0.166666667
0.5,0.4,0,0,0,1,0,1,0,0,0,0,0,0,0.8,0.083333333
0.314,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.592356688,0
0.25,0.4,0,0,0,1,0,0,0,0,0,0,0,0,1.6,0
1,0.5,0,0,0,1,0,1,1,0,0,0,0,0,0.5,0.166666667
0.628,0.27,0,1,0,1,0,1,1,0,0,0,0,0,0.429936306,0.166666667
0.5024,0.6,0,1,0,1,0,1,0,0,0,0,0,0,1.194267516,0.083333333
0.2,0.25,0,0,0,1,0,1,0,0,0,0,0,0,1.25,0.083333333
0.4396,0.4,0,1,0,1,0,1,1,0,0,0,0,0,0.909918107,0.166666667
1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0.083333333
0.5,0.7,0,1,0,1,0,1,0,0,0,0,0,0,1.4,0.083333333
1,0.7,0,1,0,1,0,1,1,0,0,0,0,0,0.7,0.166666667
1.5,1,0,1,0,1,0,1,0,0,0,0,0,0,0.666666667,0.083333333
0.8792,0.8,0,1,0,1,0,1,0,0,0,0,0,0,0.909918107,0.083333333
2,1,0,0,0,1,0,1,0,0,0,0,0,0,0.5,0.083333333
0.5,0.9,0,1,0,1,0,1,0,0,0,0,0,0,1.8,0.083333333
0.314,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.955414013,0
0.2512,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1.194267516,0
0.5652,0.5,0,0,0,1,0,1,0,0,0,0,0,0,0.884642604,0.083333333
0.1884,0.4,0,1,0,0,0,0,0,0,0,0,0,0,2.123142251,0
1,1.4,0,1,0,1,0,1,0,0,0,0,0,0,1.4,0.083333333
0.5,0.8,0,1,0,1,0,1,1,0,1,0,0,0,1.6,0.333333333
0.2512,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1.99044586,0
1,1.8,0,0,0,1,0,1,0,0,0,0,0,0,1.8,0.083333333
1,0.5,0,0,0,1,0,1,0,1,1,0,0,0,0.5,0.416666667
1.72,1,0,0,0,1,0,1,1,0,0,0,0,0,0.581395349,0.166666667
1,1.5,0,1,0,1,0,1,0,0,0,0,0,0,1.5,0.083333333
0.0314,0.3,0,1,0,1,0,1,0,0,0,1,0,0,9.554140127,0.083333333
0.5,0.5,0,0,0,1,0,1,0,0,0,0,0,0,1,0.083333333
0.314,0.3,0,1,0,0,0,0,0,0,0,0,0,0,0.955414013,0
1.5,1.5,0,1,0,1,0,1,0,0,0,0,0,0,1,0.083333333
1.5024,1.3,0,1,0,1,0,1,0,0,0,0,0,0,0.865282215,0.083333333
0.5,0.5,0,1,0,1,0,1,0,0,0,0,0,0,1,0.083333333
0.1884,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1.061571125,0
1,0.5,0,1,0,1,0,1,0,0,0,0,0,0,0.5,0.083333333
0.3768,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1.326963907,0
2,2,0,0,0,1,0,1,1,0,0,0,0,0,1,0.166666667
0.75,0.2,0,1,0,1,0,1,0,0,0,0,0,0,0.266666667,0.083333333
1,2,0,0,0,0,1,1,0,0,0,0,0,0,2,0.166666667
0.5,0.5,0,1,0,1,0,1,0,0,0,0,0,0,1,0.083333333
